0600000,ホッカイドウ,サッポロシチュウオウク,イカニケイサイガナイバアイ,北海道,札幌市中央区,以下に掲載がない場合
0640941,ホッカイドウ,サッポロシチュウオウク,アサヒガオカ,北海道,札幌市中央区,旭ケ丘
0600041,ホッカイドウ,サッポロシチュウオウク,オオドオリヒガシ,北海道,札幌市中央区,大通東
0600042,ホッカイドウ,サッポロシチュウオウク,オオドオリニシ（１−１９チョウメ）,北海道,札幌市中央区,大通西（１〜１９丁目）
0640820,ホッカイドウ,サッポロシチュウオウク,オオドオリニシ（２０−２８チョウメ）,北海道,札幌市中央区,大通西（２０〜２８丁目）
0600031,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウヒガシ,北海道,札幌市中央区,北一条東
0600001,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北一条西（１〜１９丁目）
0640821,ホッカイドウ,サッポロシチュウオウク,キタ１ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,北一条西（２０〜２８丁目）
0600032,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウヒガシ,北海道,札幌市中央区,北二条東
0600002,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北二条西（１〜１９丁目）
0640822,ホッカイドウ,サッポロシチュウオウク,キタ２ジョウニシ（２０−２８チョウメ）,北海道,札幌市中央区,北二条西（２０〜２８丁目）
0600033,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウヒガシ,北海道,札幌市中央区,北三条東
0600003,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北三条西（１〜１９丁目）
0640823,ホッカイドウ,サッポロシチュウオウク,キタ３ジョウニシ（２０−３０チョウメ）,北海道,札幌市中央区,北三条西（２０〜３０丁目）
0600034,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウヒガシ（１−８チョウメ）,北海道,札幌市中央区,北四条東（１〜８丁目）
0600004,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウニシ（１−１９チョウメ）,北海道,札幌市中央区,北四条西（１〜１９丁目）
0640824,ホッカイドウ,サッポロシチュウオウク,キタ４ジョウニシ（２０−３０チョウメ）,北海道,札幌市中央区,北四条西（２０〜３０丁目）
0600035,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウヒガシ,北海道,札幌市中央区,北五条東
0600005,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウニシ（１−２４チョウメ）,北海道,札幌市中央区,北五条西（１〜２４丁目）
0640825,ホッカイドウ,サッポロシチュウオウク,キタ５ジョウニシ（２５−２９チョウメ）,北海道,札幌市中央区,北五条西（２５〜２９丁目）
0600006,ホッカイドウ,サッポロシチュウオウク,キタ６ジョウニシ（１０−２５チョウメ）,北海道,札幌市中央区,北六条西（１０〜２５丁目）
0640826,ホッカイドウ,サッポロシチュウオウク,キタ６ジョウニシ（２６−２８チョウメ）,北海道,札幌市中央区,北六条西（２６〜２８丁目）
0600007,ホッカイドウ,サッポロシチュウオウク,キタ７ジョウニシ,北海道,札幌市中央区,北七条西
0600008,ホッカイドウ,サッポロシチュウオウク,キタ８ジョウニシ,北海道,札幌市中央区,北八条西
0600009,ホッカイドウ,サッポロシチュウオウク,キタ９ジョウニシ,北海道,札幌市中央区,北九条西
0600010,ホッカイドウ,サッポロシチュウオウク,キタ１０ジョウニシ,北海道,札幌市中央区,北十条西
